"id","name_old_verbatim","name_old_clean","name_new","geo_long","geo_lat"
"326","Des Francs Bourgeois Au Marais","Rue Des Francs-bourgeois-au-marais","Rue Des Francs-bourgeois","2.36222","48.8571"
"327","Des Frondeurs","Rue Des Frondeurs","Avenue De L' Opéra","2.33382","48.8671"
"328","Des Grands Augustins","Rue Des Grands-augustins","Rue Des Grands-augustins","2.33944","48.855"
"329","Des Gravilliers","Rue Des Gravilliers","Rue Des Gravilliers","2.35667","48.8638"
"330","Neuve Des Petits Champs","Rue Neuve-des-petits-champs","Rue Des Petits-champs","2.33635","48.8669"
"331","Des Grès","Rue Des Grès","Rue Cujas","2.34318","48.8475"
"332","Des Jeûneurs","Rue Des Jeûneurs","Rue Des Jeûneurs","2.345","48.8694"
"333","Des Juifs","Rue Des Juifs","Rue Ferdinand-duval","2.35956","48.8566"
"334","Des Lions Saint Paul","Rue Des Lions-saint-paul","Rue Des Lions-saint-paul","2.36226","48.8524"
"335","Des Lombards","Rue Des Lombards","Rue Des Lombards","2.34917","48.8593"
"336","Des Lyonnais","Rue Des Lyonnais","Rue Des Lyonnais","2.34673","48.8383"
"337","Des Marais Du Temple","Rue Des Marais-du-temple","Rue Albert-thomas","2.36254","48.87"
"338","Des Marais Saint Germain","Rue Des Marais-saint-germain","Rue Visconti","2.33556","48.8558"
"339","Des Marais Saint Martin","Rue Des Marais-saint-martin","Rue Albert-thomas","2.36254","48.87"
"340","Des Martyrs","Rue Des Martyrs","Rue Des Martyrs","2.33972","48.8821"
"341","Ménars","Rue Ménars","Rue Ménars","2.3384","48.8694"
"342","Bréda","Rue Bréda","Rue Henry-monnier","2.33739","48.8801"
"343","Des Moulins","Rue Des Moulins","Rue Des Moulins","2.33507","48.8668"
"344","Des Noyers","Rue Des Noyers","Boulevard Saint-germain","2.33631","48.853"
"345","Des Orties Saint Honoré","Rue Des Orties-saint-honoré",NULL,"0","0"
"346","Des Petites Ecuries","Rue Des Petites-ecuries","Rue Des Petites-écuries","2.35115","48.8737"
"347","Montmartre","Boulevard Montmartre","Boulevard Montmartre","2.34139","48.8717"
"348","Des Petits Carreaux","Rue Des Petits-carreaux","Rue Des Petits-carreaux","2.34722","48.8667"
"349","Des Petits Pères","Rue Des Petits-pères","Rue Des Petits-pères","2.34048","48.8662"
"350","Des Poulies","Rue Des Poulies","Rue Du Louvre","2.34245","48.8641"
"351","Saint Georges","Rue Saint-georges","Rue Saint-georges","2.3371","48.8763"
"352","Des Prêtres Saint Germain L' Auxerrois","Rue Des Prêtres-saint-germain-l' Auxerrois","Rue Des Prêtres-saint-germain-l' Auxerrois","2.34123","48.8593"
"353","Des Prouvaires","Rue Des Prouvaires","Rue Des Prouvaires","2.34419","48.8616"
"354","Des Pyramides","Rue Des Pyramides","Rue Des Pyramides","2.33307","48.8651"
"355","Des Quatre Fils","Rue Des Quatre-fils","Rue Des Quatre-fils","2.35917","48.8607"
"356","Des Quatre Vents","Rue Des Quatre-vents","Rue Des Quatre-vents","2.33773","48.8517"
"357","Des Récollets","Rue Des Récollets","Rue Des Récollets","2.36109","48.8746"
"358","Des Rosiers","Rue Des Rosiers","Rue Des Rosiers","2.35958","48.8571"
"359","Des Saints Pères","Rue Des Saints-pères","Rue Des Saints-pères","2.33089","48.8553"
"360","Des Panoramas","Passage Des Panoramas","Passage Des Panoramas","2.34167","48.8711"
"361","Gaillon","Rue Gaillon","Rue Gaillon","2.33411","48.8684"
"362","Des Saussaies","Rue Des Saussaies","Rue Des Saussaies","2.3175","48.8713"
"363","Des Terres Fortes","Rue Des Terres-fortes","Rue Lacuée","2.3699","48.8495"
"364","Des Tournelles","Rue Des Tournelles","Rue Des Tournelles","2.36725","48.8563"
"365","Des Trois Bornes","Rue Des Trois-bornes","Rue Des Trois-bornes","2.37413","48.8671"
"366","Des Trois Pavillons","Rue Des Trois-pavillons","Rue Elzévir","2.36156","48.8584"
"367","Des Vieilles Etuves Saint Honoré","Rue Des Vieilles-etuves-saint-honoré","Rue Sauval","2.3425","48.8619"
"368","Des Vieilles Etuves Saint Martin","Rue Des Vieilles-etuves-saint-martin","Place Georges-pompidou","2.35166","48.8607"
"369","Des Vieilles Haudriettes","Rue Des Vieilles-haudriettes","Rue Des Haudriettes","2.35754","48.8616"
"370","Des Vieux Augustins","Rue Des Vieux-augustins","Rue D' Argout","2.34289","48.8656"
"371","Saint Roch","Rue Saint-roch","Rue Saint-roch","2.33268","48.866"
"372","Cité Bergère","Cité Bergère","Rue Bergère","2.34519","48.8724"
"373","Taitbout","Rue Taitbout","Rue Taitbout","2.33523","48.8749"
"374","Des Vinaigriers","Rue Des Vinaigriers","Rue Des Vinaigriers","2.36083","48.8732"
"375","Des Vosges","Rue Des Vosges","Rue De Birague","2.36504","48.8544"
"378","Du Bac","Rue Du Bac","Rue Du Bac","2.32639","48.8564"
"379","Du Bouloi","Rue Du Bouloi","Rue Du Bouloi","2.3413","48.8638"
"380","Du Bourg L' Abbé","Rue Du Bourg L' Abbé","Boulevard De Sébastopol","2.35139","48.8644"
"382","Du Buisson Saint Louis","Rue Du Buisson-saint-louis","Rue Du Buisson-saint-louis","2.37407","48.8727"
"383","Du Caire","Rue Du Caire","Rue Du Caire","2.35029","48.8677"
"384","Du Château D' Eau","Rue Du Château-d' Eau","Rue Du Château-d'eau","2.35969","48.8704"
"386","Du Château Landon","Rue Du Château-landon","Rue Du Château-landon","2.36358","48.8828"
"387","Du Chaume","Rue Du Chaume","Rue Des Archives","2.3578","48.8609"
"388","Du Cherche Midi","Rue Du Cherche-midi","Rue Du Cherche-midi","2.32358","48.8479"
"389","Du Chevalier Du Guet","Rue Du Chevalier-du-guet","Rue Jean-lantier","2.34657","48.8585"
"390","Du Cirque","Rue Du Cirque","Rue Du Cirque","2.31542","48.8711"
"391","Du Cloître Saint Jacques","Rue Du Cloître-saint-jacques","Rue Pierre-lescot","2.34889","48.8633"
"392","Pigalle","Rue Pigalle","Rue Jean-baptiste-pigalle","2.33754","48.8784"
"393","Du Cloître Saint Jacques L' Hôpital","Rue Du Cloître-saint-jacques-l' Hôpital","Rue Pierre-lescot","2.34889","48.8633"
"394","Du Cloître Saint Merri","Rue Du Cloître-saint-merri","Rue Du Cloître-saint-merri","2.35128","48.8591"
"395","Du Coq De La Verrerie","Rue Du Coq-de-la-verrerie",NULL,"0","0"
"396","Du Coq Héron","Rue Du Coq-héron","Rue Coq-héron","2.34201","48.8642"
"397","Du Coq Saint Honoré","Rue Du Coq-saint-honoré","Rue De Marengo","2.3393","48.8618"
"398","Du Coq Saint Jean","Rue Du Coq-saint-jean",NULL,"0","0"
"399","Du Croissant","Rue Du Croissant","Rue Du Croissant","2.3442","48.8689"
"400","Du Cygne","Rue Du Cygne","Rue Du Cygne","2.34934","48.8632"
"401","Du Dauphin","Rue Du Dauphin","Rue Dauphine","2.33944","48.855"
"402","Du Dauphin","Rue Du Dauphin","Rue Saint-roch","2.33268","48.866"
"403","Du Dragon","Rue Du Dragon","Rue Du Dragon","2.33098","48.8534"
"405","Du Faubourg Poissonnière","Rue De Faubourg Poissonière","Rue Du Faubourg-poissonnière","2.34852","48.8763"
"407","Notre Dame Des Victoires","Rue Notre-dame-des-victoires","Rue Notre-dame-des-victoires","2.34175","48.8681"
"410","Du Faubourg Saint Antoine","Rue Du Faubourg Saint-antoine","Passage De La Bonne-graine","2.377","48.8519"
"411","Du Faubourg Saint Denis","Rue Du Faubourg-saint-denis","Rue Du Faubourg-saint-denis","2.35444","48.8731"
"412","Du Faubourg Du Temple","Rue Du Faubourg-du-temple","Rue Du Faubourg-du-temple","2.37061","48.8698"
"413","Du Faubourg Montmartre","Rue Du Faubourg-montmartre","Rue Du Faubourg-montmartre","2.34263","48.8737"
"414","Lamartine","Rue Lamartine","Rue Lamartine","2.34083","48.8766"
"415","Du Faubourg Poissonnière","Rue Du Faubourg Poissonnière","Rue Du Faubourg-poissonnière","2.34852","48.8763"
"417","Du Faubourg Saint Denis","Rue Du Faubourg-saint-denis","Rue Jarry","2.35603","48.874"
"418","Du Faubourg Saint Martin","Rue Du Faubourg-saint-martin","Rue Du Faubourg-saint-martin","2.36094","48.8767"
"419","Choiseul","Passage Choiseul","Passage Choiseul","2.33575","48.869"
"420","Du Fer À Moulin","Rue Du Fer-à-moulin","Rue Du Fer-à-moulin","2.35381","48.839"
"421","Du Foin Au Marais","Rue Du Foin-au-marais","Rue Du Foin","2.36519","48.8569"
"422","Du Four Saint Germain","Rue Du Four-saint-germain","Rue Du Four","2.3327","48.8526"
"423","Du Grand Chantier","Rue Du Grand-chantier","Rue Des Archives","2.3578","48.8609"
"424","Du Grand Hurleur","Rue Du Grand-hurleur",NULL,"0","0"
"425","Du Grenier Saint Lazare","Rue Du Grenier-saint-lazare","Rue Du Grenier-saint-lazare","2.35355","48.8628"
"426","Du Hanovre","Rue Du Hanovre","Rue De Hanovre","2.33526","48.8702"
"427","Du Harlay Au Marais","Rue Du Harlay-au-marais","Rue Des Arquebusiers","2.3666","48.8598"
"428","Du Hasard","Rue Du Hasard","Rue Thérèse","2.33581","48.8661"
"429","Du Havre","Rue Du Havre","Rue Du Havre","2.32681","48.8747"
"430","Du Jour","Rue Du Jour","Rue Du Jour","2.34472","48.8637"
"431","Du Mail","Rue Du Mail","Rue Du Mail","2.34272","48.8669"
"432","Du Marché D' Aguesseau","Rue Du Marché D' Aguesseau","Rue Montalivet","2.31858","48.871"
"433","Du Marché Aux Poirées","Rue Du Marché-aux-poirées",NULL,"0","0"
"434","Du Marché Neuf","Rue Du Marché-neuf",NULL,"0","0"
"435","Du Marché Saint Honoré","Rue Du Marché-saint-honoré","Rue Du Marché Saint Honoré","2.33121","48.8661"
"436","Du Mont Thabor","Rue Du Mont-thabor","Rue Du Mont-thabor","2.32833","48.8658"
"437","Du Pas De La Mule","Rue Du Pas-de-la-mule","Rue Du Pas-de-la-mule","2.36753","48.8559"
"438","Rossini","Rue Rossini","Rue Rossini","2.33919","48.8731"
"439","Du Perche","Rue Du Perche","Rue Du Perche","2.36117","48.8609"
"440","Du Petit Hurleur","Rue Du Petit-hurleur",NULL,"0","0"
"441","Du Petit Lion","Rue Du Petit-lion","Rue Tiquetonne","2.34966","48.8644"
"442","Du Petit Pont","Rue Du Petit-pont","Rue Du Petit-pont","2.3466","48.8527"
"443","Du Ponceau","Rue Du Ponceau","Rue Du Ponceau","2.35179","48.8668"
"444","Du Regard","Rue Du Regard","Rue Du Regard","2.32678","48.8484"
"445","Du Renard Saint Sauveur","Rue Du Renard-saint-sauveur","Rue Greneta","2.35072","48.8652"
"448","Du Roi De Sicile","Rue Du Roi-de-sicile","Rue Du Roi-de-sicile","2.3575","48.8564"
"449","Du Roule","Rue Du Roule","Rue Du Roule","2.34386","48.8609"
"450","Du Sentier","Rue Du Sentier","Rue Du Sentier","2.34567","48.8687"
"451","Feydeau","Rue Feydeau","Rue Feydeau","2.34106","48.87"
"452","Du Val Sainte Catherine","Rue Du Val-sainte-catherine","Rue De Turenne","2.36456","48.8606"
"453","Du Vert Bois","Rue Du Vert-bois","Rue Du Vertbois","2.35737","48.8672"
"454","Du Vieux Colombier","Rue Du Vieux-colombier","Rue Du Vieux-colombier","2.33163","48.8514"
"455","Du Vieux Marché Saint Martin","Rue Du Vieux-marché-saint-martin","Rue Bailly","2.3563","48.8651"
"456","Du Vingt Neuf Juillet","Rue Du Vingt-neuf-juillet","Rue Du Vingt-neuf-juillet","2.33058","48.8651"
"457","La Feuillade","Rue La Feuillade","Rue La Feuillade","2.34025","48.866"
"458","La Vrillière","Rue La Vrillière","Rue La Vrillière","2.34019","48.8655"
"460","Saint Dominique Saint Germain","Rue Saint-dominique-saint-germain","Boulevard Saint-germain","2.33631","48.853"
"461","Aux Ours","Rue Aux-ours","Rue Étienne Marcel","2.34617","48.8645"
"462","Jean Jacques Rousseau","Rue Jean-jacques-rousseau","Rue Jean-jacques-rousseau","2.34391","48.8642"
"463","Neuve Des Petits Champs","Rue Neuve-des-petits-champs","Rue Danielle-casanova","2.33194","48.8678"
"464","Notre Dame De Nazareth","Rue Notre-dame-de-nazareth","Rue Notre-dame-de-nazareth","2.35819","48.8674"
"465","Notre Dame Des Champs","Rue Notre-dame-des-champs","Rue Notre-dame-des-champs","2.3311","48.8436"
"466","Amelot","Rue Amelot","Rue Amelot","2.36795","48.8603"
"467","Aumaire","Rue Aumaire","Rue Au Maire","2.35611","48.8647"
"468","Aux Fers","Rue Aux Fers","Rue Berger","2.34605","48.8614"
"469","Bailleul","Rue Bailleul","Rue Bailleul","2.34119","48.8611"
"470","Baillif","Rue Baillif","Rue Bailly","2.3563","48.8651"
"471","Barbet De Jouy","Rue Barbet-de-jouy","Rue Barbet-de-jouy","2.31747","48.8533"
"472","Barbette","Rue Barbette","Rue Barbette","2.36078","48.8588"
"473","Barrés","Rue Barrés","Rue Des Barres","2.35528","48.8553"
"474","Basfroi","Rue Basfroi","Rue Basfroi","2.37918","48.8551"
"476","Basse Des Ursins","Rue Basse-des-ursins","Rue Des Ursins","2.35133","48.8541"
"477","Basse Du Rempart","Rue Basse-du-rempart",NULL,"0","0"
"478","Basse Du Rempart","Rue Basse-du-rempart","Boulevard De La Madeleine","2.32649","48.8697"
"479","Bayard","Rue Bayard","Rue Bayard","2.3079","48.8653"
"480","Beaubourg","Rue Beaubourg","Rue Beaubourg","2.35407","48.8623"
"481","Beaujon","Rue Beaujon","Rue Beaujon","2.29983","48.8751"
"482","Beauregard","Rue Beauregard","Rue Beauregard","2.34917","48.8693"
"483","Beaurepaire","Rue Beaurepaire","Rue Greneta","2.35072","48.8652"
"484","Bertin Poirée","Rue Bertin-poirée","Rue Bertin-poirée","2.34488","48.8589"
"485","Bichat","Rue Bichat","Rue Bichat","2.36638","48.8729"
"486","Bonaparte","Rue Bonaparte","Rue Bonaparte","2.33306","48.8531"
"487","De Bellefond","Rue De Bellefond","Rue De Bellefond","2.34652","48.878"
"488","Boucher","Rue Boucher","Rue Boucher","2.3442","48.8595"
"489","Boursault","Rue Boursault","Rue La Bruyère","2.33327","48.8796"
"490","Neuve Bréda","Rue Neuve-bréda","Rue Clauzel","2.33829","48.8792"
"491","Cadet","Rue Cadet","Rue Cadet","2.34347","48.8755"
"492","Cafarelli","Rue Cafarelli","Rue Caffarelli","2.36197","48.8637"
"493","Carnot","Rue Carnot","Rue Joseph-bara","2.3336","48.8421"
"494","Cassette","Rue Cassette","Rue Cassette","2.33085","48.8498"
"495","Colbert","Rue Colbert","Rue Colbert","2.33836","48.8682"
"496","Castex","Rue Castex","Rue Castex","2.36629","48.8529"
"497","Censier","Rue Censier","Rue Censier","2.3519","48.8401"
"498","Chabannais","Rue Chabannais","Rue Chabanais","2.33696","48.8675"
"499","Chanoinesse","Rue Chanoinesse","Rue Chanoinesse","2.35091","48.8537"
"500","Chapon","Rue Chapon","Rue Chapon","2.35528","48.8636"
"501","Chaptal","Rue Chaptal","Rue Chaptal","2.33303","48.8809"
"502","Charlot","Rue Charlot","Rue Charlot","2.36292","48.8632"
"503","Chastillon","Rue Chastillon","Rue Vicq-d'azir","2.37067","48.8761"
"504","Chauchat","Rue Chauchat","Rue Chauchat","2.33977","48.8743"
"505","Clément","Rue Clément","Rue Clément","2.33612","48.8525"
"506","Cloche Perce","Rue Cloche-perce","Rue Cloche-perce","2.35654","48.8561"
"507","Copeau","Rue Copeau","Rue Lacépède","2.35187","48.8439"
"508","Coquillière","Rue Coquillière","Rue Coquillière","2.34124","48.8644"
"509","Corbeau","Rue Corbeau","Rue Jacques-louvel-tessier","2.37126","48.8716"
"510","Crébillon","Rue Crébillon","Rue Crébillon","2.33826","48.8502"
"511","Croix Des Petits Champs","Rue Croix-des-petits-champs","Rue Croix-des-petits-champs","2.3393","48.8625"
"512","Cuvier","Rue Cuvier","Rue Cuvier","2.35798","48.8453"
"513","Dauphine","Rue Dauphine","Rue Dauphine","2.33944","48.855"
"514","Daval","Rue Daval","Rue Daval","2.37083","48.8547"
"515","Verdeau","Place Verdeau","Passage Verdeau","2.34232","48.8735"
"516","Desèze","Rue Desèze","Rue Desèze","2.32648","48.8705"
"517","Drouot","Rue Drouot","Rue Drouot","2.34069","48.8739"
"518","Neuve Coquenard","Rue Neuve-coquenard","Rue Rodier","2.34293","48.8787"
"519","Duguay Trouin","Rue Duguay-trouin","Rue Duguay-trouin","2.33023","48.8463"
"520","Dupetit Thouars","Rue Dupetit-thouars","Rue Dupetit-thouars","2.36217","48.8652"
"521","Saulnier","Passage Saulnier","Rue Saulnier","2.34444","48.8754"
"522","Papillon","Rue Papillon","Rue Papillon","2.34723","48.8762"
"523","Dupuytren","Rue Dupuytren","Rue Dupuytren","2.3395","48.8517"
"524","Faubourg Saint Antoine","Rue Faubourg Saint-antoine","Passage Du Chantier","2.3733","48.8513"
"526","Favart","Rue Favart","Rue Favart","2.33809","48.871"
"527","Férou","Rue Férou","Rue Férou","2.33399","48.8498"
"528","Française","Rue Française","Rue Francaise","2.34764","48.8643"
"529","Garancière","Rue Garancière","Rue Garancière","2.33574","48.8513"
"530","Geoffroy L' Angevin","Rue Geoffroy-l' Angevin","Rue Geoffroy-l' Angevin","2.35428","48.8606"
"531","Geoffroy L' Asnier","Rue Geoffroy-l' Asnier","Rue Geoffroy-l' Asnier","2.35639","48.8547"
"534","Geoffroy Saint Hilaire","Rue Geoffroy-saint-hilaire","Rue Geoffroy-saint-hilaire","2.35593","48.8411"
"535","Godot De Mauroy","Rue Godot-de-mauroy","Rue Godot-de-mauroy","2.32718","48.8717"
"536","Greffuhle","Rue Greffuhle","Rue Greffulhe","2.32528","48.873"
"538","Grenetat","Rue Grenetat","Rue Greneta","2.35072","48.8652"
"539","Grétry","Rue Grétry","Rue Grétry","2.33736","48.8703"
"540","Guénégaud","Rue Guénégaud","Rue Guéguenaud","2.33882","48.8558"
"541","Guérin Boisseau","Rue Guérin-boisseau","Rue Guérin-boisseau","2.35175","48.8666"
"542","Hautefeuille","Rue Hautefeuille","Rue Hautefeuille","2.34233","48.8519"
"543","Henry","Rue Henry",NULL,"0","0"
"544","Jacob","Rue Jacob","Rue Jacob","2.33405","48.8555"
"545","Jacques De Brosse","Rue Jacques-de-brosse",NULL,"0","0"
"546","Joquelet","Rue Joquelet","Rue Léon-cladel","2.3429","48.8685"
"547","Joubert","Rue Joubert","Rue Joubert","2.33151","48.8746"
"548","La Fayette","Rue La Fayette","Rue La Fayette","2.35278","48.8781"
"549","Laferrière","Rue Laferrière","Rue Laferrière","2.33826","48.8788"
"550","Las Cases","Rue Las-cases","Rue Las Cases","2.32111","48.8582"
"551","Lavoisier","Rue Lavoisier","Rue Lavoisier","2.32117","48.8738"
"552","Lenoir","Rue Lenoir","Rue D' Aligre","2.37753","48.8483"
"553","Lepelletier","Rue Lepelletier","Rue Le Peletier","2.33901","48.8739"
"554","Louis Le Grand","Rue Louis-le-grand","Rue Louis-le-grand","2.33258","48.8688"
"555","Madame","Rue Madame","Rue Madame","2.3317","48.8479"
"556","Malar","Rue Malar","Rue Malar","2.30567","48.8608"
"557","Mandar","Rue Mandar","Rue Mandar","2.34596","48.8657"
"558","Marie Stuart","Rue Marie-stuart","Rue Marie-stuart","2.34766","48.865"
"559","Martel","Rue Martel","Rue Martel","2.35305","48.8741"
"560","Mauconseil","Rue Mauconseil","Rue Mauconseil","2.3471","48.8641"
"561","Mazarine","Rue Mazarine","Rue Mazarine","2.33785","48.855"
"562","Méhul","Rue Méhul","Rue Méhul","2.33469","48.8675"
"563","Mercier","Rue Mercier",NULL,"0","0"
"564","Meslay","Rue Meslay","Rue Meslay","2.35908","48.8679"
"565","De L' Evêque","Rue De L' Evêque","Avenue De L' Opéra","2.33382","48.8671"
"566","Michel Le Comte","Rue Michel-le-comte","Rue Michel-le-comte","2.35556","48.8624"
"567","Mignon","Rue Mignon","Rue Mignon","2.34166","48.8521"
"568","Mondétour","Rue Mondétour","Rue Mondétour","2.34792","48.8627"
"569","Monsieur Le Prince","Rue Monsieur-le-prince","Rue Monsieur-le-prince","2.33969","48.8504"
"570","Montgolfier","Rue Montgolfier","Rue Montgolfier","2.35728","48.8663"
"571","Montmartre","Rue Montmartre","Rue Montmartre","2.3439","48.8676"
"572","Montorgueil","Rue Montorgueil","Rue Montorgueil","2.34686","48.8649"
"573","Moreau","Rue Moreau","Rue Moreau","2.37259","48.8497"
"574","Mouffetard","Rue Mouffetard","Rue Mouffetard","2.34972","48.8419"
"575","Neuve De Berry","Rue Neuve-de-berry","Rue De Berri","2.3051","48.8729"
"576","Neuve De L' Université","Rue Neuve-de-l' Université","Rue Du Pré-aux-clercs","2.3301","48.8562"
"577","Neuve De La Fidélité","Rue Neuve-de-la-fidélité","Boulevard De Strasbourg","2.35664","48.8736"
"578","Neuve De Lappe","Rue Neuve-de-lappe","Rue Des Taillandiers","2.37497","48.8548"
"579","Neuve De Ménilmontant","Rue Neuve-de-ménilmontant","Rue Commines","2.36594","48.8621"
"580","Neuve Des Bons Enfants","Rue Neuve-des-bons-enfants","Rue Radziwill","2.33945","48.8657"
"581","Des Petites Ecuries","Passage Des Petites-ecuries","Passage Des Petites-écuries","2.35228","48.8731"
"582","Neuve Du Bourg L' Abbé","Rue Neuve-du-bourg-l' Abbé","Rue Du Bourg L' Abbé","2.35202","48.864"
"584","Neuve Guillemin","Rue Neuve-guillemin","Rue De Rennes","2.32921","48.8495"
"585","Neuve Saint Augustin","Rue Neuve-saint-augustin","Rue Daunou","2.33167","48.8694"
"586","Neuve Saint Denis","Rue Neuve-saint-denis","Rue Blondel","2.35304","48.8688"
"587","Neuve Saint Etienne Bonne Nouvelle","Rue Neuve-saint-etienne-bonne-nouvelle","Rue De La Ville-neuve","2.34863","48.8698"
"588","Neuve Saint Etienne Du Mont","Rue Neuve-saint-etienne-du-mont","Rue Rollin","2.35107","48.8446"
"589","Neuve Saint Etienne Saint Marcel","Rue Neuve-saint-etienne-saint-marcel","Rue Rollin","2.35107","48.8446"
"590","Neuve Saint Eustache","Rue Neuve-saint-eustache","Rue D' Aboukir","2.34718","48.8678"
"591","Neuve Saint François","Rue Neuve-saint-françois","Rue Debelleyme","2.36325","48.8616"
"592","Neuve Saint Merri","Rue Neuve-saint-merri","Rue Saint-merri","2.35221","48.8597"
"593","Neuve Saint Sauveur","Rue Neuve-saint-sauveur","Rue Du Nil","2.34792","48.8678"
"594","Nicolas Flamel","Rue Nicolas-flamel","Rue Nicolas-flamel","2.34944","48.8588"
"595","Notre Dame De Grâce","Rue Notre-dame-de-grâce","Rue Tronson-du-coudray","2.32297","48.8731"
"596","Soly","Rue Soly","Rue Étienne Marcel","2.34617","48.8645"
"597","Saint Fiacre","Rue Saint-fiacre","Rue Saint-fiacre","2.34548","48.8701"
"598","Ollivier","Rue Ollivier","Rue De Châteaudun","2.33722","48.8761"
"600","Oudinot","Rue Oudinot","Rue Oudinot","2.3175","48.8501"
"602","Pagevin","Rue Pagevin",NULL,"0","0"
"603","Pascal","Rue Pascal","Rue Pascal","2.3485","48.8361"
"604","Pastourelle","Rue Pastourelle","Rue Pastourelle","2.35917","48.8628"
"605","Pavée Au Marais","Rue Pavée-au-marais","Rue Pavée","2.36103","48.8565"
"606","Pavée Saint André Des Arts","Rue Pavée-saint-andré-des-arts","Rue Séguier","2.34201","48.854"
"607","Percée Du Temple","Rue Percée-du-temple",NULL,"0","0"
"608","Percée Saint André","Rue Percée-saint-andré","Impasse Hautefeuille","2.34312","48.8525"
"609","Pétrelle","Rue Pétrelle","Rue Pétrelle","2.34792","48.8807"
"610","Phélippeaux","Rue Phélippeaux","Rue Réaumur","2.34805","48.8672"
"612","Pierre Levée","Rue Pierre Levée","Rue De La Pierre-levée","2.3705","48.8673"
"614","Poissonnière","Rue Poissonnière","Rue Poissonnière","2.34774","48.8689"
"615","Popincourt","Rue Popincourt","Rue Popincourt","2.37694","48.8578"
"616","Portefoin","Rue Portefoin","Rue Portefoin","2.35982","48.8637"
"617","Poupée","Rue Poupée","Boulevard Saint-michel","2.34043","48.8467"
"618","Puits Au Marais","Rue Puits-au-marais","Rue Aubriot","2.35696","48.8584"
"619","Quincampoix","Rue Quincampoix","Rue Quincampoix","2.35042","48.8609"
"620","Racine","Rue Racine","Rue Racine","2.3404","48.85"
"621","Rambuteau","Rue Rambuteau","Rue Rambuteau","2.35145","48.8617"
"622","Rameau","Rue Rameau","Rue Rameau","2.33727","48.8678"
"623","Réaumur","Rue Réaumur","Rue Réaumur","2.34805","48.8672"
"624","Renard Saint Merri","Rue Renard-saint-merri","Rue Du Renard","2.35275","48.8599"
"625","Roquépine","Rue Roquépine","Rue Roquépine","2.31982","48.8734"
"626","Rougemont","Rue Rougemont","Rue Rougemont","2.34583","48.8717"
"627","Rousselet","Rue Rousselet","Rue Rousselet","2.31835","48.8489"
"628","Royer Collard","Rue Royer-collard","Rue Royer-collard","2.34193","48.8457"
"630","Saint André Des Arts","Rue Saint-andré-des-arts","Rue Saint-andré-des-arts","2.34085","48.8534"
"631","Saint Antoine","Rue Saint-antoine","Rue Saint-antoine","2.36501","48.8539"
"632","Saint Benoît","Rue Saint-benoît","Rue Saint-benoît","2.333","48.8548"
"633","Saint Benoît Saint Germain","Rue Saint-benoît-saint-germain","Boulevard Saint-germain","2.33631","48.853"
"634","Saint Claude Au Marais","Rue Saint-claude-au-marais","Rue Saint-claude","2.36606","48.8601"
"635","Saint Denis","Rue Saint-denis","Rue Saint-denis","2.35","48.8642"
"636","Saint Dominique","Rue Saint-dominique","Rue Saint-dominique","2.31056","48.86"
"637","Saint Etienne","Rue Saint-etienne","Rue Dulong","2.31644","48.8851"
"638","Colbert","Galerie Colbert","Rue Vivienne","2.33974","48.8684"
"639","Saint Germain L' Auxerrois","Rue Saint-germain-l' Auxerrois","Rue Saint-germain-l' Auxerrois","2.34462","48.8583"
"641","Saint Gervais","Rue Saint-gervais","Rue De Thorigny","2.36293","48.8598"
"642","Saint Gilles","Rue Saint-gilles","Rue Saint-gilles","2.36606","48.8579"
"643","Saint Guillaume","Rue Saint-guillaume","Rue Saint-guillaume","2.32855","48.8543"
"644","Saint Hilaire","Rue Saint-hilaire","Rue De Lanneau","2.3466","48.8483"
"645","Saint Hippolyte","Rue Saint-hippolyte","Boulevard Arago","2.34321","48.8348"
"646","Rotonde Colbert","Rotonde Colbert","Rue Vivienne","2.33974","48.8684"
"647","Saint Honoré","Rue Saint-honoré","Rue Saint-honoré","2.33222","48.8647"
"648","De Mazagran","Impasse De Mazagran","Rue De Mazagran","2.35161","48.8706"
"649","Saint Jacques","Rue Saint-jacques","Rue Saint-jacques, Paris","2.34333","48.8467"
"650","Saint Jean Baptiste","Rue Saint-jean-baptiste","Rue Roy","2.31846","48.8751"
"651","Saint Jean De Beauvais","Rue Saint-jean-de-beauvais","Rue Jean-de-beauvais","2.34678","48.8493"
"652","Saint Joseph","Rue Saint-joseph","Rue Saint-joseph","2.34444","48.8685"
"653","Saint Julien Le Pauvre","Rue Saint-julien-le-pauvre","Rue Saint-julien-le-pauvre","2.34709","48.8523"
"654","Du Saumon","Passage Du Saumon","Rue Bachaumont","2.34605","48.866"
"655","Saint Germain L' Auxerrois","Place Saint-germain-l' Auxerrois","Place Du Louvre","2.3405","48.86"
"656","De La Mégisserie","Quai De La Mégisserie","Quai De La Mégisserie","2.34454","48.8579"
"657","Saint Louis","Rue Saint-louis","Rue Nollet","2.32119","48.887"
"658","Saint Louis Au Marais","Rue Saint-louis-au-marais","Rue De Turenne","2.36456","48.8606"
"659","Saint Louis En Ile","Rue Saint-louis-en-ile","Rue Saint-louis-en-l' Île","2.35694","48.8517"
"660","Saint Magloire","Rue Saint-magloire","Boulevard De Sébastopol","2.35139","48.8644"
